attendance,assignment_score,internal_marks,Extracurricular Activities,final_marks
83,14,19.0,No,47.0
77,17,29.0,Yes,53.0
82,14,22.0,No,22.0
65,16,25.0,Yes,54.0
88,15,22.0,No,49.0
84,16,23.0,No,61.0
76,13,17.0,Yes,39.0
83,18,26.0,Yes,56.0
70,9,16.0,No,48.0
85,17,23.0,Yes,46.0
93,9,12.0,No,40.0
87,13,21.0,No,44.0
62,17,27.0,Yes,35.0
70,9,12.0,Yes,41.0
97,15,25.0,Yes,39.0
73,11,16.0,No,42.0
85,12,16.0,No,43.0
80,12,21.0,No,43.0
98,11,17.0,Yes,45.0
89,10,15.0,Yes,45.0
67,20,30.0,Yes,46.0
79,14,19.0,No,45.0
91,11,15.0,Yes,42.0
81,13,22.0,Yes,49.0
66,15,26.0,No,57.0
68,14,19.0,Yes,42.0
60,11,16.0,Yes,40.0
88,12,18.0,No,49.0
67,19,29.0,No,46.0
63,11,15.0,No,35.0
94,9,15.0,No,37.0
62,14,22.0,No,39.0
99,9,15.0,No,35.0
66,12,20.0,Yes,49.0
86,11,17.0,Yes,53.0
60,11,18.0,No,37.0
86,15,24.0,No,31.0
75,16,21.0,Yes,47.0
97,13,17.0,No,45.0
66,15,23.0,No,68.0
82,12,21.0,Yes,52.0
100,16,25.0,Yes,34.0
70,11,18.0,No,35.0
92,15,20.0,No,48.0
95,16,24.0,Yes,44.0
96,20,30.0,No,44.0
100,10,16.0,Yes,46.0
76,20,30.0,Yes,53.0
94,17,27.0,No,64.0
64,20,30.0,Yes,58.0
91,18,29.0,Yes,35.0
62,12,18.0,Yes,40.0
94,17,25.0,No,21.0
73,13,17.0,No,47.0
90,15,25.0,No,40.0
90,11,15.0,Yes,45.0
76,13,20.0,Yes,37.0
83,18,29.0,No,37.0
82,16,28.0,Yes,30.0
77,18,27.0,Yes,42.0
73,11,19.0,No,51.0
74,9,14.0,Yes,38.0
74,18,26.0,Yes,52.0
65,18,30.0,Yes,38.0
86,16,22.0,Yes,45.0
74,16,30.0,Yes,59.0
95,18,30.0,Yes,40.0
67,16,23.0,No,47.0
74,17,27.0,No,48.0
62,17,23.0,Yes,48.0
72,15,24.0,No,50.0
100,14,22.0,No,47.0
93,16,26.0,No,35.0
83,20,29.0,Yes,41.0
99,12,18.0,No,51.0
91,14,22.0,Yes,52.0
91,10,14.0,No,38.0
89,16,27.0,No,55.0
72,13,20.0,Yes,40.0
60,11,17.0,No,48.0
93,15,21.0,Yes,47.0
74,19,25.0,No,36.0
73,14,18.0,No,42.0
88,14,22.0,No,25.0
93,19,27.0,No,41.0
77,15,24.0,Yes,57.0
66,11,20.0,Yes,26.0
88,17,27.0,No,36.0
90,18,28.0,Yes,40.0
84,14,22.0,No,24.0
97,15,25.0,Yes,25.0
73,11,17.0,Yes,66.0
67,12,19.0,Yes,51.0
86,14,20.0,No,55.0
61,15,21.0,Yes,49.0
76,13,18.0,Yes,51.0
96,14,20.0,No,42.0
73,15,22.0,No,55.0
84,12,20.0,No,59.0
89,14,16.0,Yes,38.0
88,18,27.0,Yes,43.0
79,13,21.0,Yes,39.0
80,12,19.0,Yes,44.0
81,20,28.0,Yes,52.0
94,16,27.0,Yes,43.0
96,13,17.0,No,28.0
75,17,25.0,Yes,55.0
76,16,23.0,Yes,37.0
75,13,19.0,Yes,49.0
61,15,25.0,No,50.0
63,14,21.0,Yes,41.0
80,18,28.0,No,36.0
98,17,27.0,Yes,40.0
93,9,12.0,No,61.0
89,20,30.0,No,36.0
65,14,24.0,No,34.0
76,20,30.0,Yes,47.0
98,17,23.0,No,43.0
84,16,22.0,Yes,41.0
64,15,24.0,No,36.0
64,20,28.0,Yes,45.0
79,14,20.0,No,43.0
75,13,20.0,No,58.0
100,13,20.0,Yes,36.0
96,15,25.0,No,40.0
99,15,18.0,Yes,58.0
68,18,28.0,No,40.0
64,17,25.0,No,38.0
61,17,28.0,Yes,49.0
68,14,21.0,Yes,47.0
95,17,25.0,Yes,42.0
81,17,25.0,No,46.0
81,15,21.0,Yes,50.0
81,16,23.0,Yes,47.0
93,17,25.0,No,51.0
88,16,27.0,Yes,43.0
97,16,23.0,Yes,35.0
92,19,27.0,No,51.0
77,16,23.0,No,42.0
66,13,20.0,No,42.0
60,11,20.0,No,52.0
92,15,21.0,No,62.0
60,14,26.0,Yes,28.0
83,17,26.0,No,42.0
63,20,28.0,No,44.0
63,12,17.0,No,46.0
77,12,14.0,Yes,43.0
86,15,23.0,Yes,44.0
91,13,22.0,Yes,49.0
92,14,21.0,Yes,43.0
87,13,21.0,No,40.0
100,12,19.0,No,39.0
95,17,28.0,No,58.0
65,15,21.0,Yes,65.0
75,20,30.0,No,42.0
93,16,28.0,Yes,42.0
82,19,30.0,Yes,49.0
83,13,22.0,Yes,46.0
72,13,20.0,No,44.0
77,20,28.0,No,32.0
72,13,18.0,No,37.0
96,12,18.0,No,52.0
98,11,20.0,Yes,42.0
76,20,29.0,No,65.0
74,14,21.0,Yes,64.0
77,16,26.0,Yes,36.0
82,15,16.0,Yes,58.0
89,13,17.0,Yes,44.0
93,14,25.0,Yes,46.0
63,18,29.0,Yes,52.0
62,11,19.0,Yes,55.0
66,17,24.0,No,38.0
77,19,30.0,No,67.0
66,16,22.0,Yes,48.0
99,19,29.0,No,25.0
65,11,18.0,No,42.0
81,10,17.0,No,66.0
60,16,25.0,No,39.0
63,13,19.0,Yes,68.0
88,18,23.0,No,46.0
80,14,21.0,Yes,45.0
85,15,18.0,Yes,35.0
73,15,24.0,No,51.0
68,15,21.0,No,42.0
71,13,19.0,Yes,45.0
65,11,15.0,Yes,43.0
79,14,22.0,No,53.0
83,19,27.0,No,43.0
86,13,20.0,Yes,20.0
97,13,20.0,No,37.0
67,15,23.0,Yes,32.0
60,11,17.0,Yes,60.0
83,18,25.0,Yes,51.0
66,12,16.0,Yes,45.0
78,14,24.0,No,43.0
81,20,27.0,Yes,31.0
94,12,22.0,Yes,43.0
89,19,28.0,No,55.0
88,15,21.0,No,53.0
81,16,26.0,Yes,49.0
70,13,18.0,No,31.0
79,17,26.0,No,38.0
88,14,23.0,Yes,49.0
100,12,19.0,No,34.0
93,19,29.0,No,52.0
60,14,22.0,No,32.0
90,9,14.0,No,34.0
89,14,23.0,No,32.0
77,17,23.0,Yes,40.0
76,17,28.0,No,30.0
97,13,19.0,Yes,40.0
73,12,18.0,Yes,36.0
82,11,16.0,No,38.0
84,15,24.0,No,52.0
74,15,25.0,No,45.0
81,17,24.0,No,52.0
62,15,22.0,No,67.0
78,14,21.0,No,28.0
93,14,22.0,No,40.0
94,15,22.0,No,35.0
60,15,22.0,No,38.0
80,18,29.0,No,49.0
88,16,25.0,No,63.0
65,15,23.0,No,51.0
96,15,25.0,Yes,50.0
60,12,15.0,No,55.0
60,15,24.0,Yes,60.0
86,13,20.0,Yes,63.0
80,16,21.0,No,50.0
75,14,23.0,Yes,35.0
99,20,30.0,No,42.0
85,11,18.0,No,24.0
87,16,26.0,No,36.0
60,13,18.0,Yes,38.0
95,15,20.0,Yes,49.0
69,11,16.0,No,26.0
76,20,30.0,Yes,55.0
82,14,23.0,Yes,51.0
66,13,20.0,No,41.0
66,20,30.0,Yes,45.0
74,18,29.0,No,38.0
93,19,28.0,No,70.0
63,14,20.0,No,36.0
73,15,26.0,No,48.0
73,13,19.0,Yes,42.0
75,13,21.0,No,46.0
66,16,27.0,Yes,50.0
91,14,21.0,Yes,51.0
78,20,30.0,No,41.0
61,18,30.0,No,33.0
69,20,27.0,No,38.0
96,20,30.0,No,39.0
71,8,11.0,Yes,35.0
65,11,18.0,No,49.0
81,10,15.0,No,31.0
91,16,26.0,Yes,44.0
100,15,21.0,Yes,29.0
79,17,27.0,No,56.0
60,15,21.0,No,39.0
65,19,30.0,No,38.0
78,12,23.0,Yes,36.0
77,19,27.0,No,62.0
65,15,22.0,No,58.0
92,20,30.0,Yes,46.0
82,18,28.0,No,40.0
82,14,16.0,Yes,66.0
85,15,23.0,Yes,50.0
72,12,18.0,No,42.0
66,16,24.0,No,39.0
74,14,22.0,Yes,53.0
86,17,26.0,Yes,43.0
85,11,17.0,No,32.0
92,14,19.0,Yes,47.0
74,12,17.0,Yes,47.0
95,12,17.0,No,45.0
86,17,27.0,Yes,50.0
64,18,25.0,Yes,42.0
61,8,12.0,Yes,45.0
92,20,30.0,Yes,45.0
75,19,23.0,Yes,32.0
82,11,16.0,Yes,52.0
97,17,22.0,No,51.0
75,14,21.0,No,55.0
73,15,24.0,No,35.0
88,17,24.0,No,41.0
85,16,26.0,Yes,56.0
94,13,22.0,No,39.0
74,13,20.0,Yes,63.0
62,13,18.0,No,29.0
82,18,28.0,Yes,39.0
88,9,17.0,No,40.0
93,15,20.0,Yes,53.0
92,20,30.0,No,62.0
100,17,23.0,No,48.0
82,15,20.0,No,44.0
66,12,18.0,No,46.0
62,15,25.0,Yes,49.0
91,13,15.0,No,44.0
90,20,30.0,Yes,58.0
77,15,22.0,No,36.0
66,17,23.0,No,35.0
100,20,30.0,No,39.0
60,12,17.0,Yes,70.0
73,8,17.0,No,43.0
91,16,25.0,No,56.0
65,17,26.0,Yes,56.0
98,14,22.0,Yes,28.0
69,12,21.0,Yes,44.0
66,16,27.0,Yes,56.0
85,15,24.0,No,70.0
93,16,27.0,Yes,56.0
89,12,20.0,Yes,42.0
95,16,26.0,No,60.0
80,17,25.0,Yes,41.0
76,10,18.0,Yes,34.0
92,19,28.0,Yes,52.0
69,16,25.0,No,30.0
71,18,26.0,Yes,39.0
75,11,18.0,Yes,60.0
100,17,28.0,Yes,52.0
91,10,14.0,No,36.0
74,12,15.0,No,46.0
86,16,26.0,Yes,44.0
87,14,23.0,No,54.0
76,15,26.0,Yes,49.0
61,20,30.0,No,47.0
95,15,24.0,No,45.0
66,17,24.0,Yes,34.0
72,15,24.0,Yes,59.0
74,15,27.0,Yes,49.0
84,12,17.0,No,42.0
82,16,22.0,Yes,42.0
81,20,30.0,No,44.0
85,15,24.0,No,37.0
92,14,21.0,Yes,39.0
70,18,30.0,No,55.0
69,18,25.0,No,29.0
84,16,21.0,Yes,64.0
96,14,24.0,No,45.0
97,18,24.0,No,37.0
100,15,23.0,Yes,42.0
83,18,30.0,Yes,49.0
99,13,20.0,Yes,40.0
92,13,18.0,No,52.0
76,15,25.0,No,34.0
83,11,17.0,No,37.0
96,14,21.0,Yes,47.0
61,11,20.0,No,39.0
91,10,14.0,No,65.0
83,20,29.0,No,53.0
68,13,18.0,Yes,50.0
63,13,22.0,Yes,46.0
76,15,23.0,Yes,42.0
76,12,17.0,No,42.0
89,13,17.0,No,37.0
99,20,30.0,Yes,47.0
70,16,23.0,Yes,33.0
80,18,23.0,No,60.0
80,20,30.0,Yes,46.0
77,16,26.0,No,59.0
88,14,22.0,Yes,54.0
83,11,17.0,Yes,44.0
69,14,20.0,Yes,49.0
76,15,21.0,No,41.0
77,13,22.0,Yes,44.0
79,20,26.0,No,37.0
96,18,25.0,Yes,62.0
77,18,27.0,Yes,47.0
76,15,19.0,No,53.0
68,12,18.0,No,41.0
73,19,26.0,Yes,61.0
88,16,25.0,No,38.0
90,17,24.0,Yes,44.0
63,17,25.0,No,40.0
77,16,23.0,No,48.0
79,20,30.0,Yes,38.0
68,13,19.0,Yes,51.0
72,14,23.0,No,48.0
74,20,30.0,No,43.0
86,15,22.0,Yes,34.0
74,15,21.0,No,44.0
87,14,20.0,No,44.0
96,17,30.0,No,54.0
78,14,20.0,No,42.0
85,14,21.0,Yes,35.0
85,17,26.0,Yes,27.0
84,15,24.0,No,56.0
85,12,18.0,No,43.0
85,15,26.0,Yes,48.0
87,19,29.0,No,40.0
77,17,25.0,No,39.0
91,20,30.0,No,44.0
62,13,18.0,No,37.0
61,18,28.0,No,41.0
92,13,19.0,Yes,52.0
78,11,19.0,No,52.0
76,13,22.0,No,40.0
92,15,22.0,No,43.0
71,18,25.0,Yes,26.0
62,16,20.0,No,28.0
85,15,23.0,No,40.0
94,12,14.0,Yes,45.0
67,17,25.0,Yes,32.0
95,18,26.0,Yes,52.0
66,16,25.0,Yes,54.0
95,12,18.0,No,37.0
75,17,24.0,No,36.0
83,19,30.0,No,49.0
60,20,28.0,Yes,62.0
84,14,22.0,No,41.0
69,16,28.0,Yes,54.0
75,13,21.0,Yes,45.0
75,12,17.0,No,46.0
67,20,28.0,Yes,43.0
88,17,27.0,Yes,54.0
98,19,26.0,No,65.0
87,11,17.0,No,54.0
65,16,25.0,Yes,33.0
75,17,23.0,No,42.0
79,13,17.0,No,26.0
75,19,26.0,Yes,66.0
66,14,24.0,Yes,49.0
100,16,27.0,No,37.0
73,13,23.0,No,48.0
85,11,20.0,Yes,64.0
85,18,26.0,No,37.0
73,16,20.0,Yes,39.0
66,16,27.0,Yes,33.0
92,14,23.0,No,51.0
85,16,26.0,No,44.0
79,19,26.0,No,23.0
62,13,20.0,No,48.0
63,17,26.0,No,54.0
85,16,24.0,Yes,40.0
70,14,19.0,No,45.0
61,10,11.0,Yes,43.0
73,15,21.0,No,52.0
89,17,20.0,Yes,28.0
71,16,23.0,No,38.0
85,11,15.0,No,42.0
92,19,26.0,Yes,53.0
72,20,30.0,No,45.0
73,15,22.0,No,32.0
83,20,29.0,Yes,39.0
93,13,22.0,Yes,58.0
85,11,16.0,Yes,32.0
80,12,19.0,No,55.0
87,16,22.0,Yes,54.0
95,10,16.0,Yes,57.0
99,14,21.0,No,56.0
61,20,30.0,No,59.0
68,10,13.0,No,27.0
82,13,17.0,No,58.0
74,12,17.0,No,50.0
72,14,24.0,No,39.0
82,14,18.0,Yes,33.0
76,13,23.0,Yes,45.0
61,15,21.0,No,69.0
79,17,26.0,Yes,50.0
79,19,30.0,Yes,40.0
62,14,20.0,Yes,69.0
71,15,22.0,Yes,51.0
99,16,27.0,No,52.0
61,11,19.0,No,48.0
95,15,24.0,Yes,50.0
73,13,19.0,No,20.0
75,18,27.0,Yes,47.0
78,20,28.0,Yes,53.0
93,13,19.0,No,61.0
65,19,29.0,Yes,68.0
72,11,16.0,No,56.0
95,16,25.0,No,47.0
81,16,26.0,No,46.0
77,11,13.0,No,38.0
71,13,18.0,No,50.0
89,12,20.0,No,65.0
99,11,21.0,No,41.0
91,14,20.0,No,38.0
78,15,20.0,Yes,55.0
65,15,18.0,No,57.0
79,17,26.0,Yes,38.0
86,9,15.0,No,51.0
66,20,29.0,No,42.0
64,18,27.0,No,58.0
70,18,26.0,No,40.0
74,12,18.0,Yes,32.0
62,14,24.0,Yes,52.0
64,8,10.0,No,44.0
82,17,25.0,Yes,47.0
96,19,28.0,No,48.0
68,11,15.0,Yes,54.0
74,12,18.0,Yes,56.0
62,15,18.0,Yes,49.0
88,15,24.0,No,57.0
65,13,18.0,Yes,45.0
76,13,18.0,Yes,48.0
85,13,19.0,No,45.0
80,15,20.0,No,33.0
67,17,28.0,Yes,60.0
80,15,21.0,Yes,46.0
70,15,28.0,No,61.0
97,10,16.0,No,50.0
67,18,26.0,No,49.0
83,15,22.0,No,55.0
94,14,21.0,No,48.0
73,16,27.0,Yes,39.0
73,12,20.0,No,44.0
69,14,23.0,No,57.0
71,15,22.0,Yes,52.0
97,13,18.0,No,37.0
93,10,16.0,No,48.0
100,10,18.0,No,35.0
69,16,24.0,Yes,46.0
76,15,21.0,No,55.0
76,15,20.0,No,39.0
62,12,15.0,No,44.0
90,15,22.0,No,36.0
60,14,20.0,Yes,51.0
71,13,19.0,Yes,46.0
98,15,24.0,No,39.0
63,16,23.0,No,49.0
72,20,30.0,No,45.0
93,17,23.0,No,50.0
80,18,28.0,No,36.0
81,18,25.0,No,42.0
63,13,18.0,No,46.0
77,14,22.0,Yes,52.0
64,12,20.0,No,35.0
78,13,19.0,Yes,46.0
61,14,21.0,Yes,55.0
71,13,22.0,No,46.0
76,16,22.0,Yes,42.0
69,16,26.0,Yes,40.0
93,11,15.0,Yes,40.0
65,14,21.0,No,47.0
67,14,22.0,Yes,25.0
70,11,14.0,Yes,40.0
71,13,18.0,No,49.0
68,18,28.0,No,52.0
61,18,26.0,Yes,36.0
67,10,14.0,No,39.0
70,16,24.0,No,46.0
95,11,14.0,Yes,51.0
69,14,19.0,Yes,41.0
80,15,18.0,Yes,44.0
79,17,26.0,No,48.0
67,14,21.0,Yes,33.0
95,12,19.0,Yes,61.0
88,11,19.0,No,46.0
71,16,24.0,No,41.0
73,13,19.0,No,56.0
80,14,22.0,No,46.0
81,18,26.0,Yes,43.0
80,16,21.0,Yes,49.0
89,20,28.0,Yes,45.0
98,12,18.0,No,39.0
79,13,21.0,Yes,56.0
83,16,27.0,No,30.0
82,20,29.0,No,41.0
66,13,20.0,No,64.0
68,15,26.0,Yes,46.0
60,19,30.0,No,29.0
85,15,23.0,Yes,56.0
97,18,27.0,Yes,42.0
97,20,30.0,Yes,34.0
81,16,22.0,No,56.0
69,16,26.0,Yes,56.0
65,17,26.0,Yes,59.0
76,12,20.0,No,35.0
97,11,17.0,Yes,44.0
83,15,25.0,No,42.0
69,13,18.0,Yes,36.0
67,18,26.0,No,51.0
80,16,24.0,No,56.0
65,18,25.0,No,40.0
80,11,18.0,No,47.0
98,18,24.0,No,46.0
83,8,12.0,Yes,56.0
92,12,17.0,Yes,45.0
77,17,24.0,Yes,45.0
87,13,17.0,Yes,54.0
91,14,21.0,No,46.0
71,15,22.0,No,39.0
86,19,30.0,Yes,34.0
69,9,18.0,No,39.0
91,19,26.0,Yes,47.0
85,19,25.0,No,32.0
84,13,17.0,No,48.0
70,13,19.0,Yes,30.0
82,15,25.0,Yes,35.0
93,13,19.0,No,52.0
99,16,25.0,Yes,41.0
82,16,22.0,Yes,47.0
88,10,14.0,Yes,44.0
90,12,18.0,Yes,61.0
66,11,16.0,No,46.0
99,16,24.0,No,35.0
92,18,25.0,No,51.0
80,12,20.0,No,34.0
61,18,29.0,Yes,55.0
77,12,20.0,Yes,53.0
92,17,24.0,Yes,48.0
96,14,21.0,No,53.0
93,14,20.0,No,57.0
79,18,25.0,No,45.0
94,20,30.0,No,47.0
83,17,27.0,Yes,38.0
67,16,22.0,Yes,39.0
89,17,25.0,No,46.0
69,11,12.0,No,45.0
82,12,22.0,No,48.0
70,13,21.0,No,40.0
61,16,24.0,No,30.0
85,13,18.0,No,60.0
95,14,19.0,Yes,31.0
92,17,25.0,No,53.0
72,20,30.0,No,42.0
99,17,25.0,No,47.0
84,18,28.0,Yes,52.0
63,14,25.0,Yes,40.0
78,12,16.0,No,31.0
77,14,21.0,Yes,55.0
96,15,26.0,Yes,52.0
89,12,17.0,Yes,46.0
78,17,25.0,No,53.0
82,20,30.0,Yes,48.0
75,15,24.0,Yes,44.0
60,18,29.0,Yes,43.0
71,19,29.0,No,24.0
83,12,16.0,Yes,48.0
93,10,16.0,No,35.0
67,14,19.0,Yes,49.0
77,15,23.0,No,42.0
64,11,17.0,No,28.0
85,19,29.0,No,44.0
89,20,30.0,No,41.0
72,16,26.0,No,59.0
78,12,19.0,Yes,25.0
88,16,25.0,Yes,37.0
62,12,17.0,Yes,33.0
85,18,24.0,No,53.0
99,14,20.0,No,47.0
71,17,26.0,No,52.0
61,18,27.0,Yes,34.0
70,17,25.0,No,35.0
87,20,30.0,No,46.0
77,16,23.0,No,62.0
72,13,20.0,No,50.0
96,9,10.0,Yes,36.0
81,8,14.0,No,47.0
71,17,27.0,No,51.0
61,14,25.0,No,31.0
96,13,18.0,No,42.0
66,12,17.0,Yes,43.0
85,17,26.0,No,63.0
85,12,18.0,Yes,46.0
83,20,30.0,Yes,62.0
71,20,29.0,No,38.0
75,12,18.0,No,50.0
82,17,24.0,Yes,31.0
99,16,27.0,No,51.0
68,12,19.0,No,41.0
91,12,21.0,Yes,42.0
74,15,28.0,Yes,52.0
96,12,16.0,Yes,53.0
72,18,29.0,Yes,48.0
64,14,20.0,Yes,63.0
70,12,17.0,Yes,46.0
69,15,20.0,No,48.0
72,16,28.0,No,48.0
100,13,22.0,No,52.0
74,9,13.0,No,45.0
66,15,24.0,No,35.0
99,11,13.0,No,49.0
87,13,19.0,No,30.0
91,16,22.0,No,54.0
94,13,22.0,No,57.0
74,15,26.0,Yes,40.0
95,19,30.0,Yes,40.0
80,14,23.0,No,25.0
65,20,29.0,No,44.0
60,17,27.0,Yes,49.0
63,12,15.0,Yes,48.0
70,14,18.0,Yes,48.0
85,11,16.0,No,42.0
96,17,27.0,Yes,54.0
82,19,30.0,Yes,35.0
88,14,18.0,Yes,36.0
80,9,10.0,No,32.0
86,16,23.0,Yes,38.0
98,12,16.0,No,34.0
99,13,21.0,Yes,22.0
72,16,22.0,Yes,38.0
82,19,30.0,No,53.0
75,17,26.0,Yes,48.0
89,16,24.0,Yes,51.0
63,15,20.0,Yes,50.0
99,11,14.0,No,42.0
75,16,23.0,No,43.0
90,17,24.0,No,38.0
84,13,16.0,Yes,47.0
71,14,24.0,No,70.0
85,18,25.0,Yes,32.0
96,14,22.0,Yes,55.0
92,14,22.0,Yes,40.0
87,15,19.0,Yes,60.0
68,17,25.0,Yes,49.0
71,16,21.0,Yes,39.0
64,16,25.0,Yes,43.0
87,20,30.0,Yes,52.0
94,14,21.0,No,62.0
64,12,16.0,No,53.0
93,18,29.0,Yes,41.0
93,16,23.0,No,50.0
72,13,17.0,No,61.0
98,14,19.0,No,50.0
73,11,12.0,Yes,44.0
70,16,23.0,No,31.0
97,11,15.0,Yes,57.0
63,17,27.0,No,44.0
92,13,21.0,No,38.0
66,11,17.0,No,52.0
100,18,29.0,Yes,53.0
67,20,28.0,Yes,36.0
96,16,25.0,Yes,37.0
69,14,18.0,Yes,51.0
74,12,17.0,Yes,57.0
97,16,25.0,Yes,42.0
74,17,24.0,Yes,43.0
64,15,26.0,Yes,38.0
88,18,26.0,Yes,57.0
78,20,30.0,No,52.0
69,11,16.0,No,34.0
71,16,24.0,Yes,62.0
63,9,13.0,No,70.0
90,13,20.0,No,27.0
77,17,29.0,Yes,48.0
75,15,26.0,Yes,30.0
99,10,14.0,No,42.0
95,18,27.0,Yes,30.0
84,13,20.0,No,60.0
82,18,28.0,Yes,41.0
71,17,29.0,No,55.0
93,13,22.0,Yes,47.0
95,18,26.0,No,62.0
96,16,25.0,No,33.0
62,16,24.0,No,23.0
68,14,20.0,No,39.0
77,12,20.0,Yes,41.0
94,14,16.0,No,29.0
93,14,23.0,Yes,49.0
100,18,28.0,No,49.0
73,10,11.0,Yes,58.0
63,19,26.0,No,55.0
88,20,26.0,Yes,40.0
100,13,23.0,No,33.0
74,19,27.0,No,28.0
87,12,20.0,Yes,43.0
75,18,29.0,No,43.0
71,13,19.0,No,49.0
64,18,26.0,No,29.0
93,11,18.0,No,46.0
60,18,27.0,Yes,50.0
98,19,30.0,No,39.0
91,11,14.0,Yes,51.0
85,20,30.0,Yes,43.0
76,18,30.0,Yes,57.0
86,9,13.0,Yes,59.0
83,14,19.0,No,45.0
94,18,26.0,No,54.0
98,17,24.0,Yes,31.0
85,15,22.0,No,40.0
97,18,26.0,No,49.0
82,12,19.0,Yes,41.0
81,15,24.0,Yes,42.0
63,12,17.0,Yes,35.0
68,15,19.0,No,62.0
63,18,28.0,Yes,35.0
66,17,23.0,Yes,53.0
82,16,24.0,No,40.0
61,18,27.0,No,51.0
83,18,26.0,No,39.0
99,20,30.0,No,41.0
90,19,29.0,No,49.0
90,17,26.0,No,51.0
99,18,29.0,No,54.0
93,16,23.0,No,45.0
83,14,20.0,Yes,56.0
85,18,29.0,No,47.0
75,17,27.0,Yes,43.0
72,16,23.0,No,53.0
74,14,17.0,No,46.0
86,14,22.0,Yes,47.0
63,14,22.0,No,35.0
75,19,26.0,Yes,39.0
89,19,27.0,No,49.0
89,18,26.0,Yes,36.0
95,12,19.0,Yes,45.0
62,14,26.0,No,26.0
81,14,23.0,Yes,64.0
81,13,16.0,Yes,52.0
71,20,29.0,No,41.0
80,16,24.0,No,60.0
63,16,25.0,Yes,36.0
90,14,19.0,No,39.0
90,18,28.0,Yes,50.0
82,20,29.0,Yes,54.0
79,15,24.0,Yes,39.0
74,14,21.0,No,50.0
82,15,27.0,No,48.0
87,14,23.0,Yes,45.0
75,15,25.0,Yes,40.0
96,13,17.0,Yes,53.0
80,12,17.0,No,25.0
74,15,23.0,Yes,46.0
76,15,20.0,No,38.0
96,14,23.0,Yes,44.0
72,19,29.0,Yes,38.0
78,16,26.0,Yes,33.0
89,17,26.0,Yes,39.0
77,17,26.0,No,39.0
73,15,22.0,No,43.0
95,16,22.0,No,45.0
95,12,16.0,No,51.0
79,17,27.0,No,60.0
78,14,22.0,Yes,46.0
66,13,22.0,No,35.0
63,19,27.0,No,53.0
93,11,19.0,No,48.0
61,20,30.0,No,35.0
64,20,30.0,Yes,46.0
69,14,24.0,Yes,52.0
91,20,30.0,Yes,37.0
100,12,20.0,No,39.0
72,18,27.0,Yes,46.0
98,15,24.0,Yes,42.0
64,10,17.0,No,30.0
69,13,21.0,No,68.0
69,14,20.0,No,39.0
97,17,27.0,Yes,38.0
86,14,24.0,No,41.0
80,14,25.0,Yes,44.0
67,17,26.0,Yes,48.0
60,16,22.0,Yes,34.0
87,15,19.0,Yes,57.0
98,14,23.0,Yes,31.0
73,18,24.0,No,40.0
80,14,22.0,Yes,53.0
89,11,19.0,Yes,52.0
68,17,23.0,Yes,44.0
76,15,20.0,Yes,45.0
64,13,18.0,No,47.0
90,11,16.0,Yes,39.0
99,15,25.0,Yes,42.0
97,16,24.0,Yes,50.0
78,12,22.0,Yes,52.0
95,14,23.0,No,31.0
92,12,19.0,Yes,50.0
72,15,22.0,Yes,48.0
73,20,29.0,Yes,53.0
92,16,24.0,Yes,36.0
88,10,16.0,No,49.0
95,16,25.0,No,26.0
69,19,28.0,No,41.0
90,11,14.0,Yes,42.0
65,12,22.0,No,46.0
60,16,25.0,No,52.0
66,15,23.0,No,34.0
86,19,30.0,No,57.0
80,14,23.0,No,22.0
87,17,25.0,Yes,28.0
75,20,30.0,No,54.0
82,12,16.0,No,46.0
79,17,25.0,No,62.0
97,14,20.0,Yes,53.0
84,8,10.0,Yes,45.0
87,16,21.0,No,40.0
64,17,29.0,Yes,39.0
80,10,14.0,Yes,49.0
77,14,22.0,No,39.0
65,13,20.0,Yes,47.0
88,17,26.0,No,38.0
78,10,11.0,No,47.0
92,15,22.0,No,60.0
60,8,14.0,Yes,51.0
62,16,28.0,No,40.0
80,15,22.0,No,49.0
94,13,19.0,Yes,48.0
100,19,30.0,No,47.0
99,7,11.0,Yes,49.0
62,15,23.0,Yes,54.0
84,19,28.0,No,56.0
97,15,21.0,Yes,45.0
79,19,27.0,No,31.0
93,14,21.0,Yes,46.0
80,14,22.0,Yes,43.0
82,19,29.0,Yes,51.0
65,18,26.0,Yes,33.0
72,20,30.0,No,50.0
82,15,19.0,No,46.0
68,16,25.0,Yes,35.0
76,14,20.0,No,24.0
61,14,19.0,No,54.0
78,18,26.0,No,35.0
78,15,19.0,No,30.0
66,13,20.0,No,39.0
79,14,24.0,No,57.0
68,15,21.0,No,47.0
76,13,24.0,Yes,49.0
86,14,19.0,No,45.0
61,12,17.0,Yes,48.0
95,14,24.0,Yes,43.0
78,18,25.0,Yes,40.0
76,15,22.0,No,39.0
64,20,30.0,No,42.0
98,13,17.0,Yes,69.0
77,16,25.0,Yes,51.0
66,16,25.0,No,36.0
76,17,22.0,No,32.0
98,13,18.0,No,44.0
95,14,26.0,Yes,28.0
99,16,24.0,Yes,54.0
97,10,15.0,No,42.0
84,19,30.0,Yes,27.0
64,18,25.0,No,49.0
89,14,20.0,No,37.0
71,16,24.0,Yes,52.0
63,18,28.0,Yes,23.0
83,19,29.0,Yes,56.0
88,15,23.0,Yes,49.0
68,13,18.0,No,45.0
63,19,30.0,Yes,37.0
83,15,19.0,No,42.0
73,15,21.0,No,52.0
